Timestamp,DeviceID,deviceMake,deviceModel,Network provi. , NetworkType,RSRP,RSRQ,SINR,PCI,Downlink(Mbps),Uplink(Mbps),Velocity(km/h),Latitude,Longitude
2025-08-31 21:59:48.502,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.439,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.380,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.321,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.263,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.205,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.147,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.089,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,68.54 km/h,18.056707,83.328388
2025-08-31 21:59:48.028,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.968,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.907,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.849,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.791,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.730,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.671,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.607,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.549,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.490,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.431,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.373,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.315,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.256,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.196,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.138,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.079,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,64.73 km/h,18.056645,83.328247
2025-08-31 21:59:47.006,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.948,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.890,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.829,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.771,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.714,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.658,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.599,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.544,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.483,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.409,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.349,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.290,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.230,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.172,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.108,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:46.051,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056579,83.328109
2025-08-31 21:59:45.991,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.931,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.873,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.811,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.753,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.695,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.635,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.575,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.507,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.449,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.390,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.331,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.273,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.214,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.155,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.093,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,65.74 km/h,18.056519,83.327958
2025-08-31 21:59:45.030,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.973,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.913,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.855,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.794,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.736,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.676,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.616,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.558,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.500,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.441,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.382,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.323,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.267,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.207,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.148,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.092,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,69.77 km/h,18.056466,83.327802
2025-08-31 21:59:44.024,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.964,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.907,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.849,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.791,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.732,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.674,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.613,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.555,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.495,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.437,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.377,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.316,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.258,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.200,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.142,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.083,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.10 km/h,18.056398,83.327626
2025-08-31 21:59:43.021,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.955,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.896,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.837,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.778,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.720,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.657,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.556,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.498,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.439,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.376,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.317,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.255,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.196,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.139,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.079,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,71.57 km/h,18.056342,83.327460
2025-08-31 21:59:42.019,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.961,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.904,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.846,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.787,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.729,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.669,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.608,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.546,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.488,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.428,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.370,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.312,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.254,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.195,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.139,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.082,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,67.07 km/h,18.056284,83.327277
2025-08-31 21:59:41.017,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.958,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.901,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.843,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.786,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.730,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.673,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.616,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.559,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.503,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.446,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
2025-08-31 21:59:40.390,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-115 dBm,-13 dB,9 dB,213,12 Mbps,12 Mbps,70.13 km/h,18.056237,83.327098
